@relation '6HumanCoded Dataset. Positive and negative scores correspond to the average judgement of at least 3 annotators. More info at: http://sentistrength.wlv.ac.uk/ '

@attribute content string
@attribute pos numeric
@attribute neg numeric

@data
'RT @louiseblack: arg! True Blood season 3 is set to come out in June this year. That\'s soooo long to have to wait.',1,3
'@tweetjeffmonday yes- thanks for the tip!',3,1
'Join Data Network Affiliates for Free and I will help you grow your business. spon http://tinyurl.com/yc6ytlf',2,1
'was in a hurry to do maths homework realised that i dont have it tomorrow!',1,2
'Even with my departure  please continue to support Nice_pitching and their great quality scanlation of the Oofuri manga.',1,1
'@marcusmacadi Haha no it\'s okay atm actually I\'ve been distracted. I could use my phone but I\'m already chewing though credit.',2,2
'RT @maineprince: Im Wit my hmeboi stalkin his baby mama lmao too funny>>>> we want details lol',3,1
'get the hottest ringtones on your cell music sounds and more http://bit.ly/1aDlLg',2,1
'Woke up to a camera in my face',1,1
'Have been churched. @PastorMark  as always  had some needed harsh words. In the meantime  Matt & I have decimated a rotisserie chicken.',2,2
'#nowplaying 05 - 11am ? Incubus http://bit.ly/alZhuf via @twitbird -- forgive my indecision  I am only a man...',1,2
'@AntiBarbieBitch girl u need to need to read just old dude. tryna roast me!!! but go through my page!',1,3
'Me and kara discovered thee best nicknames  she is my best. tada!',2,1
'#jobs Technical Architect/Technical Lead - Gurgaon - Astadia IT Solutions Pvt Ltd - 6-to-10 years of exper',1,1
'I don\'t mind movie trailers  but why do i have to sit through Malteasers and (soon to be) out of date SKY TV Promotions?',1,2
'@mimiHOANG_ my name is dong yub',1,1
'Make Big $$$ Part-Time from home working on the Internet. Get complete details now! http://www.mlmfreesuccesstips.com',2,1
'RT @_His_Lil_Secret: @Make_it_Sm00ve nah but i do feel yu on dat fuxx skool shit...im finna kill 1 of ma teachas -____-(blacc on blacc crime',2,3
'RT @DudifyMe: Supermac18.. Behind the scenes? http://bit.ly/dneC3f ~~ Enjoy the music! RT?',2,1
'Tiger\'s Porn Star Mistress Holds Press Conference Demanding Apology. Says She Gave Up Being A H*e For Him http://tinyurl.com/yk3b2lr',1,1
'Ever felt like u need to make moves but didn\'t know where to start?',1,1
'@TheJonasSource my friends and I noticed that too! haha!',2,1
'Baby\'s birthday was a success! Thanks to y\'all who came and showed Kaiyana love... she\'s super pooped!',3,1
'@crackpotjack The Kwon on the cave roof is most likely Jin. Last week when Aldo wanted to kill him. Justin said we can\'t. He\'s one of them',1,2
'@ValClifton that u know of... I\'m sure one of the dude building it crapped in your toilet and took a quick shower afterwards.',1,2
'RT @prithaulia: yg mau di promote RT yaa (only my followers & 5 orang pertama)',1,1
'Ummmm may be I should not wait for them to scream at me and get started :S',1,2
'Thank you Streamate members for making our night orgasmiclly fun! You guys and gals rock!!',3,1
'Lollll do you google some of the shit you say? Shuddup Whatevahh . qo tlk to some otha chick on your timeline :) maybe you\'ll intrest her!',2,2
'@Ghetto_Chic you may hurt again or you may be liberated from the hurt',2,2
'RT @bahlimited: Hey peeps  kindly check out our new design \'RUMBLE\'. Thanks heaps! http://bit.ly/bZ4i39 http://myloc.me/41y5f',3,1
'Ugh! If I am up past midnight tonight  take away my Internet!! Also? Not talk to @an_an0maly and @the_girl_20 today :(',1,3
'22ft stingray boat with a oxidized hull gets a full detail new york http://snipurl.com/uf6lu',1,1
'@shanselman The same thing that my boys do I bet. We have to put patches on patches.',1,2
'@roxymeloni They look like there about to just kiss :) I love how @nealbaer put them in that kind of position when there together .',2,1
'OMG! I\'m listen to Conspiracy Theory :O No words for describe it @nickjonas You rock :) !',3,1
'Aaarrrgh really wanna pull my decks out the garage but I ain\'t got n e needles n haven\'t bought vinyl for bout 6years. Me need cd decks pls',1,3
'RT @Kstewartfans: for the Rob fans out there. HQ untagged pics http://bit.ly/di7hNl',1,1
'Q:nope your good thats what i think about ... A:Thanks :] lol i do write what i feel... http://formspring.me/ChandreIsANerd/q/203924928',3,1
'Emergency crews head to Madeira http://bit.ly/crWKEm',1,1
'Support Cheias na Madeira  add a #twibbon to your avatar now! - http://bit.ly/byufMN',2,1
'@Farisky Sreesanth is a fast bowler; he has the ability to bring any match (that India bat first) to a fast finish.',2,1
'http://tinyurl.com/ygc3g7u Jordan AJ 2010 Men\'s Basketball Shoes #jordan #nike #basketball #NBA Just release shoes! RT',1,1
'@AthamesCurse if you use their Caca Noir and mix with strong black coffee instead of plain water and apply it will pull dark shiny black',1,1
'listening to No Surprises - Radiohead ? http://blip.fm/~lepxz',1,1
'RT @ihatebeverly: RT Remember  you can\'t go back and start a new beginning  but you can start today and make a new ending.',2,2
'@JAYlbaitXx @Tulip001 @ourbombay Yes i agry',1,2
'@Sunnyyuri i forgot where i took it  but i can give you the code:)',2,2
'RT @kellencoldiron: http://twitpic.com/14k92g - My favorite picture of last week. Pure joy... my fave too.',3,1
'Dj Tim fanucci @ the #bylarm afterparty http://yfrog.com/4a6ugpj',1,1
'Time Saving Tips8. Start a master calendar at home to keep track of everyones activities and appointments',1,1
'i alienate sooo many people and make them feel so akward.. but it\'s WAAYYY too much fun! it\'s kinda my hobby.',3,3
'@Bonang http://tweetphoto.com/12086867 the original looks much better mmm http://myloc.me/41VhN',3,1
'Don\'t you worry \'bout a thing  cause I\'ll be standing on the side when you check it out~ (by @johnlegend) #nowplaying',2,1
'@carynroman thank you so much! so glad to be sharing it with you (20.5 years and counting... :)',3,1
'YapYapOk - Free UK Classifieds  all classifieds FREE online  motoring  computers  antiques  pets properties sale rent http://bit.ly/7nC8VQ',1,1
'RT @adindafrsyd',1,1
'RT @abc7chicago: School helps children with autism make \'giant steps\' http://bit.ly/aRbuVT',2,1
'@yeshenia lol werd theere are manny to findd out here!',2,2
'@CBreezysLuver http://twitpic.com/14lazu - TC just tweeted me saying its Drew :L we dont need sherlock',2,1
'working out  going to the movies  dinner with the family  then back to bg  hopefully my roommate will be better and can come back!',2,1
'That\'s how The good hustle rolls http://twitpic.com/14i7sw',1,1
'I sware ppl be takin me der man family members always got somethin to say boa yu be wantin to punch them more den the outsiders huh',1,2
'@missChrisCash I mean I\'m bouta see everybody with them on and I meant the grey ones.... its a shame',1,2
'@lindseyj_08 you go girl! I hope you\'ve had tons of fun!',3,1
'Internships Gaining Summer Employment Through a Temp Agency: If you have been searching for summer jobs or interns... http://bit.ly/9hlIPh',1,1
'#itsfunnyhow u in the club and twitting while in the club why why why lol..enjoy yourself fools lol',2,2
'RT @OxRxG: Jackie O-Smashes carried off  her ankle bandaged. We hope you are alright girl! MDL @oxrxg',1,2
'RT @OhJustLikeMe: Instead of trying to look for my cellphone  I call it. #OhJustLikeMe',1,1
'RT @ZanessaFanClub: http://bit.ly/9Vjohg X17 gave Vanessa flowers on Valentine\'s Day  and Vanessa semmed happy to receive them! - Daniela.',2,1
'I just took Would Justin Bieber talk to you ? and got: Saddo! Try it: http://bit.ly/deMe29',1,1
'My name is Khan and I am not a terrorist http://ow.ly/1925V',2,1
'I love every song! #TokioHotelVenAVenezuela http://myloc.me/40pT6',3,1
'RT:@steveaustinBSR Can\'t wait for The Expendables  I hope you kill at least 500 people in it or I\'ll w... http://bit.ly/9TpkYR #expendables',2,1
'Entered to win a #Sony #PS3 from #styleguidance #contest @SGhey http://bit.ly/promodet',1,1
'Watching the knicks game @ my sister baby shower',1,1
'Got My Money Up Fucking w Them White Folks  Now I Don\'t Give A Fuck Cuz I\'m Richer Than Them White Folks - Diddy',2,2
'@justinbieber  Chuck Norris would be very happy if you follow me! haha  Pleasee  FOLLOW mee... let me happy :D ILY <3 75',3,1
'I\'m #reading Lolita by Vladimir Nabokov - http://bit.ly/bG0QwT',1,1
'2068 4? Snow Trip To Mt Selma - http://4x4galore.com/2008/08/17/4x4-snow-trip-to-mt-selma/',1,1
'@Kimbanerd Ermm thats i did on mine lol right just click on the tweedy sign and its says allow and it should be alright x',2,1
'Although you are eager for something exciting to happen today ... More for Gemini http://twittascope.com/twittascope/?sign=3',1,1
'My Top 3 Weekly #lastfm artists: Justin Bieber (92)  Britney Spears (54) and Fresno (49) #lastfm http://bit.ly/cKgGD5',1,1
'@Gina_luh If you are feeling down meditate  calmness is one of the most successful ways of combating stress',2,1
'with brooke&justin latttter. hit the celllllll nigga.',2,1
'Mercedes Reveals Teaser Preview of its 2011 Hybrids: The gorgeous F800 is a preview of the styling and technology ... http://bit.ly/9gCAEh',1,1
'Finally read joe stack\'s letter that the fbi decided to censor. Its sad that our gov has driven people 2 this.',1,2
'ESSCA has a historical research cmte? RT @ThayerAvenue: This week\'s ESSCA meeting: Historical nonsense and tasty food. http://drp.ly/sbC37',1,1
'Good fun! RT @mashable NASA?s First iPhone Game: Lunar Electric Rover Simulator - http://bit.ly/ceZYxM',3,1
'RT @LoveMissPiffy: #ImAttractedTo Men that\'ll hold you down no matter what',2,1
'I posted 4 photos on Facebook in the album GLOW | 2010 http://bit.ly/bdGtsJ',1,1
'Checking out Eileen\'s Profile on BUTTERFLIES AMONG US: http://ning.it/8iJihz',1,1
'I subscribed to taonlintse\'s channel on YouTube http://www.youtube.com/user/taonlintse?feature=autoshare_twitter',1,1
'Miss you too of course hihiRT @dinayuliana: Asik my ex @thomaschrismadi miss me ! Miss you too',1,2
'The famous quote of forrest gump was life is like a box of chocolates u never kno wat u gonna get  and hes so right  i just picked one ...',2,2
'RT @Briana_Cartelle: #imattracted to all types of black guys except from somalians sorry no offence?this is the (cont) http://tl.gd/avgd9',2,2
'@samjacklover bored. And gotta go back. Be back at lunch. Going away again.',1,2
'@Abbyoneeighttwo no  abby. you do not love mark or tom or travis more than i love jack. not possible :)',2,2
'I don\'t like royal flush on ABDC .. they\'re wack !',1,3
'Woohoo! here it comes my favorite Rammstein\'s song! Do Riechst So Gut #nowplaying',3,1
'I hate working with my stepdad this is bullshit',1,3
'@sierrajohaha cousin!!! Come back and party w us! I miss yooooouuu! ?',2,3
'Were in the vanity house.',1,1
'style_sky?? ???? : http://sayuri.snoin.com/img/snoin_screen_shot-20100222-132710.png',1,1
'[atpworldtour.com] Austrians Make Good Start: Austria had two reasons to celebrate in hot conditions on day one at... http://bit.ly/9LSkRk',2,2
'RT @merrelloutside',1,1
'Just left maddie\'s house... And this why you don\'t leave an entire bio project for one night...',1,2
'Got home b4 it gets dark and now I\'m onto bigger things.',2,1
'@maccaveen I fucked up a filling. It hurts. I have a cold.',1,3
'Manbitch RT @sab316: #imattractedto to the latest #blackberry phone that is out  LOVE my 9700!',3,1
'just got off of the bus; had a great dayy (: I thought of him *all day* (: I love him so so much (:',4,1
'OK so I thought this may happen: but does the job offer prevent me from continuing my application up the road?',1,2
'http://twitpic.com/14noyc - [????]???????????????',1,1
'RT @2010Tweets: Have a peek inside Irish House in today\'s Host Video http://tinyurl.com/y8q232c #olympics',1,1
'remembering watching the movie percy jackson and the olympians... i wouldnt say it was bad... it was ok but leaning closer to it was good :)',2,1
'Where are YOU at with chick-fil-A ma\'am?!? Lol RT @Bask_N_Robbins Chick-Fil-A on deck :)',2,1
'Value of social game company Zynga? Perhaps more than $3 billion - USA Today (via http://Friendster.mysocialmediaonline.com)',1,1
'Hihi RT @dinaheristin: I also see her..RT @febicil: I just realize that one of my lecturer is on take celebrity out.. Omg!',2,1
'Grandmother\'s Advice: Natural Hair Care: Then  wash your hair with a little moisturizing shampoo and plenty of wat... http://bit.ly/9PnbAu',1,1
'#ilikedyouuntil you got mad I wouldn\'t let you hit #growthefuck up #bitchboy .',1,3
'@itsSterlingK *giggles and runs fingers through your hair  looking at you* We were very hyper... o.O',2,1
'http://twitpic.com/12gq08 Stop hating on @parishilton ! She is the sweetest most down to earth celeb i have ever met!(: I adore her<3 xo',3,1
'I\'m at ???? ??? (??????1  ???). http://4sq.com/aEcGrt',1,1
'So. Thriving Ivory is my new favorite band. The song Angels On The Moon is amazing! EVERYONE GO LISTEN TO IT RIGHT NOW. <333',4,1
'@djblord im not sure he was at magnatizm....but give him a call he does good work an he wont ry to bust ur head',2,1
'ComputerWorld EU data protection chief slams secret ACTA talks http://ow.ly/16Dpo7',1,2
'RT @steveagee: RT: @WitStreamdotcom LA Thurs 25th @michaelianblack @dougbenson @steveagee @chelseavperetti @robdelaney & josh fadem http://bit.ly/d1CpNZ',1,1
'UFO - Done  my first try at FMQ',2,1
'RT @KUSports: The Jayhawks could clinch a 6th-straight Big 12 crown w/a victory tonight over Oklahoma. http://bit.ly/a288nn #kubball',2,1
'So like 4 people notify me that its snowing and i dont see any. Guess i dont need to watch the weather since i know so many meteorologis ...',2,2
'RT @ihatequotes: True happiness comes from the effort of making others happy. Give and share your love everyday. (real talk) #ihatequotes',2,1
'@udothedishes > I need a video camera!!! DM  how much u want?',1,3
'RT @MercL I\'m easier to talk to then u think.. <--- #icosign http://bit.ly/9SqjOn http://bit.ly/bLGzm2',2,2
'@wasteyouryouth yea thats the one!',3,1
'@ProWrestlingUSA you guys are all over the place I am liking that',2,1
'@MichaelAllStar you guys did great i loved it',3,1
'RT @Tibbstuh: RT @bieber_retweets: Retweet if you know all lyrics to EVERY SINGLE Justin Bieber song.',1,1
'RT @TheJonasCats: @JOEJONAS OSEA PIBE NO JODAAAAAAS  YOU\'RE A PELOTUDO  NO ENSERIO  COMO NOS VAS A HACER ESTO?! #WeNeedJonasInArg',1,1
'I know #oneofmyfollowers goin to say sumthin bout my goings on tonite. But hey  Villain in the name for a reason',1,2
'@JoshLebron I can\'t that day   cuz it\'s my dads bday too and mothers day ! :(',1,3
'Well my monday is half way done',2,1
'Retweet @OfficeforMac and include the hashtag #officeformac. They\'re giving away a MacBook Pro!',1,1
'#imattractedto my FUTURE so lemme focus on dat bitch ! Ill get further with her den a man !',3,2
'RT @breetaay: #awesomeindianthings my bffffff raha <3 favorite indian forrlife (;',3,1
'one of the best bookstores in town has to be crosswords # kemps corner',2,1
'Brothers and Sisters star Dave Annable gives diamond engagement ring to Odette Yustman: Brothers and Sisters star ... http://bit.ly/aE0qG6',2,1
'Foreskin Restoration - How to Attain a New Foreskin Using a Simple Exercise Any Man Can Learn and Use http://zwap.to/001lo',2,1
'@GottaLaff its been on and off on my computer and i always make sure that my results are never filtered',2,1
'RT @planetphp: Running The Symfony 2 Benchmarks - Paul M. Jones http://paul-m-jones.com/?p=1222',1,1
'Um wow apparantly some people don\'t know the difference bw Joe and Nick Jonas lol kinda important if you\'re reporting on them',2,2
'@Pxs3 lmmfao a mess... good.. did u have a hard time?!? we still need to finish talkin about what we was talkin about yesterday',2,2
'RT @christopher832: #SuperBallinTweet micheal jordan asked for my autograph',2,1
'A big Thanks to everyone that came by the TWIRP booth at the Texas WebEOC Conference. We\'re now focused on the ROCs that are coming in April',3,1
'I need a herooooo I\'m holding out for a hero till the end of the niiiiight #Bonnietyler',2,1
'today is not my best day .............',1,2
'She told me about what my be the equivoleny of girls scout cookie season for used books at her old high school.',1,1
'RT @jessebarrera: My dad just told me The world is your oyster  find the pearls. I was like. This fool thinks he\'s Shakespeare.',2,2
'@melnichter is funnnnnny!!!!!!!! i was shouting by the way.',4,1
'@an_an0maly And just the baby thing in general. But they\'re just gonna forget about those things. P/R works like that.',1,1
'if ya can\'t support ur own local artist .how can you support anyone!? I support ANYONE doin something positive for the city of Indianapolis',3,1
'before I publish the rant  here\'s a 1008 paintings update: a block and a breakthru http://tinyurl.com/ye9h7zj',1,1
'RT @JoStepBar: Holder admits nine Obama Dept. of Justice officials worked for terrorist detainees via @twitoaster http://bit.ly/b1rdvH',1,2
'@BieberDweebs im going to the 25th one in chicago!!!!',2,1
'RT @mybestnews: A Guide to Used Golf Clubs Jonesboro AR Jonesboro AR golf ... http://bit.ly/aEZvTn',1,1
'#Greetings Repubs and Demos - posted by dnk in https://www.syndk8.com/ - read more http://trim.su/5jPZ - #SEO #BlackHat #PPC #SEM',1,1
'@JCuse_LBW def dig it lol...you reach a thousand yet?! dont think i forgot bout my free beat lol',2,2
'@daniontwitt no lie  i unconsciously kill em back2back lol',2,2
'RT @JuiceBlikethat #imattractedto dudes under 5\'7 w/ sidekicks  color skinny jeans  & backpacks.',1,1
'RT @ronnestam: Ask Yourselves These 10 Questions And Then Go Off Conquer The World - Blog of Ronnestam http://bit.ly/aENEOk',1,1
'Tourism in Eastern Indonesia to be Developed',1,1
'RT @tommcfly: Everything will be ok in the end. If it\'s not ok  it\'s not the end.',2,1
'RT @_wotta: Unsure about #HeavyRain? Win our cpy just follow @wonderwallweb @_wotta and @alec_hilton and RT winner Friday when my SE copy arrives :)',2,1
'RT @XXXsmurf84: @MsPrettiEPiscEs star hattin cause u called her out her name lol?lol nooo we always do that wit each otha',2,2
'If you want more followers give this a try - http://cli.gs/3vHy8t',1,1
'RT @DeauxmaLive: http://bit.ly/a24qJz << vote for my boobs RT RT can\'t believe I am on twitter and don\'t really know why I typed RT',1,2
'I\'m so hungry someone feed me :( http://myloc.me/44GoJ',1,3
'RT @dealiodeals: Billion Dollar Babes Sale- Save big on Vintage CHANEL handbags + Extra $10 Off Coupon! http://bit.ly/amma3I #fb',1,1
'Why do I have the itis from a weight watchers meal  a bottle of water and a ww peanut butter bar??',1,1
'Winter is a-stayin\' in  Lhude sing Goddamm  Raineth drop and never stop and still the wind doth ramm! Roll on March!',1,2
'falling in love  such a delicate way to get hurt. and i can\'t say i\'m not afraid.',1,2
'RT @lisahayes4: RT @lowryagency: Please become a fan of Dave Courvoisier @CourVO Facebook Fan Page! http://ow.ly/19Jos #voiceover @LAVOice',1,1
'Sitting in the library thinking  I\'m sick of this  and then I turn to my left to see a book titled I do what I like.',2,2
'is home from school (: today was pretty good! I love you Brad and Alexis <3',3,1
'RT @CANFIT: Strong CA data shows after school programs are sometimes the only place where youth get physical activity.',1,1
'@Imprint_this its just the way we are if we are not in drought we flood but we are all happy to see the rain we were on water restriction',2,2
'http://is.gd/8TDSI Shameless  I know  let\'s use HaitiAid to smuggle Heroin. #BornInNextLifeAsADUNGBEETLE',1,2
'Through the blackest night  morning gently tiptoes  feeling its way to dawn. ~Robert Brault My site - http://tinyurl.com/ycgu788',1,1
'@nia_zuri yea i\'m there with my band. we sing EVERYday at the Bell Ice Cube. u should come out! :)',3,1
'@tajacek You didn\'t waste your money on the iPhone any more than you wasted money on your first car or first computer.',2,1
'@ILOVEYOU_KIMMIE: becauseeee you dont know how to call a hoe! skank!',2,3
'RT @abdussalam123: 25 Must have documents for Designers and Developers | Creative Repository http://bit.ly/6mYsJf',1,1
'I\'m proudly wearing my @bigasssandwich shirt underneath my chef coat today',2,1
'@GreeGreece However  consider the uncertainty principle of QM and the observer effect. I don\'t think it only applies at the quantum level...',1,2
'Simple exercise to strengthen the memory and to promote a healthy brain. The oxygen will feed you... http://bit.ly/b279zH',2,1
'So apparently my PMR number is 69. Two years ago I didn\'t think of anything. Now? FUCK YEAH.',1,3
'Drupal/Moodle Theme Design by unilrn... http://bit.ly/doMRQg #Freelance #Jobs',1,1
'@mandapops I want my bedddd.',3,1
'@SackieBaby LMFAO! HOW CAN YOU CALL SOMALIANS CRETURES!!! See what I\'m saying compared to you lot I aint not racist',1,4
'I\'m looking into booking my band for a concert.... as a virtual band in Second Life. Anyone done this?',1,1
'why cant i log on to tumblr?',1,1
'@crayonsness indeed ;D there are too many ashley\'s in the world so i couldn\'t get some form of my own name that wasn\'t n00bish~',2,2
'My drunk dad just explained curling to me. (:',2,2
'Randomly #nowplaying. Summer Sunshine by The Corrs. Reminds me the days I liked this song. 2004/2005.',2,1
'She told me to shut up  then asked a question :( .. but she told me to shut up! I\'m not a bad person :(',1,3
'it rocks   it rocks-barkley RT @Power106LA The continuing saga of @Junior106 & what he had 4lunch today:http://tweetphoto.com/12117560 .',2,1
'I\'m gonna start hunting girl scouts down... so they will sell me some cookies!!!',2,1
'@heidiknoblauch @ccccatie @finitybeyond @julia365 @calculus_boy My notes for Media & Medicine lecture  fyi: http://bit.ly/9BWeI0',1,1
'You Have Been Created As One Of A Kind. There Has NEVER Been One Like You...And There Never Will Be Again... http://snipurl.com/ts12h',2,1
'just got done rocking with @jbizness. it was dope spinning for you holmes!',3,1
'http://twitpic.com/14sxwe - boredom. possibly the worst diagnosis i could ask for.',1,2
'Just dropped @banrabbit picked him up from will I saw the room I\'m 95\% moving in',1,1
'@BrieNeli its capsim management simulations i have to run my own business online',1,1
'Mark your calendar - LACMA announces three inaugural shows for new Resnick Pavilion | Culture Monster | Los Angeles Times http://goo.gl/gRLd',1,1
'@Hahaha_YOU_mad yessir  I\'m n there like fat girl wear',2,2
'I\'m trying to give justin bieber a chance but its not working.',2,2
'my eye lids are trying to shut themselves! i must be tired or something!',1,3
'Allready up and running. Have to do some stuff today  but first a breakfast.',2,1
'RT @ihatequotes: I love 3 things: the sun  the moon and you. The sun for the day  The moon for the night and You for-ever. -G. Blackmore #ihatequotes',2,1
'#Musicmonday Dude Beenie Man Ft. Shawna and Miss Thing My bad yal my spelling is way off today',1,2
'@LailaNnyane everything about the carnaval - http://ow.ly/19MMs #capetownc',1,1
'Kahshe Casuals Giveaway. Enter to win a Crew Neck Sweatshirt http://www.todaysdiva.ca/2010/02/kahshe-casuals-giveaway-ends-march-3.html?',2,1
'I am so tired and happy that i mite be moving away from were i live!!',3,3
'I can tell there\'s something behind.',1,1
'@LauzAfrodite @obivain1 bit isnt jamie at the hotel at the moment ? x',2,1
'@josephpagen RT In each other\'s eyes we can see the entire universe  all the mysteries of the cosmos and the other side of our soul.',3,1
'@modernemotive Wow had no idea! We have talked about starting our own garden. I wonder about all the plants out in our yard sometimes',2,1
'Here among the flowers of faith and hope I stand  While you are buried in the mass of weeds you sowed by hand',2,2
'@lockup_test_1 002???Reader?Windows?Macintosh?UNIX???Acrobat?Windows?Macintosh???????',1,1
'University websites have soooo much information! Not my favorite to design  but man is it an ever-going learning experience!',2,3
'RT @TNgirlinWA: YEP! RT @NCognito336: Roman Polanski has new movie out called The Ghost Writer go watch it if u support child molesters...',1,2
'U did it again! Are u ROBL again?haha RT @ViraHalima: haha i know  it\'s my bad  i am error',1,2
'Niggas prolly bout to stop liking me at school lol I sit wit my headphones on til I got a cut talkn to no1 lol',2,2
'NEVER Struggle To Generate Traffic To Your Site Again! http://bit.ly/5atCi6 Grab Your Copy Of Twitter Decoded NOW!',3,1
'#imtiredof Winter and Snow',1,2
'had a wonderful meeting with the College Republicans of UNC-CH last night  thanks for having me and look forward... http://bit.ly/aiaWsB',3,1
'RT @christinamendez: #IfYourDominican then you would know that #thatIamDominican',1,1
'http://trunc.it/5tikz Some nice Nintendo DS ads on BannerBlog.',2,1
'Here\'s a short news story on the condition David had & the new endoscopic surgery to treat it. http://www.ksat.com/video/22637257/index.html',1,1
'Bone Marrow Aspiration and Biopsy? There\'s an app for that - http://tcrn.ch/cIR0nf',1,1
'Feeling like shit this morning. I hope its just a cold',1,2
'just woke up goin to greer town hope kim you get better...  cant wait for the friggin weekedn',2,1
'I uploaded some pictures of my #gamestuff http://nl.tinypic.com/useralbum.php?ua=0WjeFtSWVD0fEFqa\%2FQXtCA\%3D\%3D&page=1',1,1
'part1: http://v.youku.com/v_show/id_XMTUzNjE3MTgw.html',1,1
'I think i found the right balance in my dinner  two pieces of rice cakes with 3-2 slices of cheese and a big cheese of peppers and white',2,1
'@WeedieWee hahaaaaaaa least of my worries....I know how to run! Lmaooooo!',3,2
'RT @HauntedPhilly: City Tavern: Table settings are moved and silverware clatters; by them selves. http://www.citytavern.com/',1,1
'This is the only tiger I feel sorry for:http://bit.ly/a3RJ7H Culled for body parts  what?!',1,2
'eating pudding; bored out of my mindd!! TAYLOR LAUTNER<3',1,3
'Like I wanted mom to cut off the back of my hawk but she was too lazy Why wouldn\'t you do a mohawk tomorrow for the last time? So I did.',1,2
'@Dr_Supreme thanks for the RT',2,1
'Oh  I tried a new organic shampoo for healthier scalp. Amazing after just 1 application. It\'s Avalon and you may want to check it out.',2,1
'#Follow my guy @SnaksStar he needs 3 more til 100 followers RT',1,1
'(??+?) RT @okwave: ??????????????????? RT @KUROKOLOVE ???????????? RT @okwave: ?????????????????????????????? http://twitpic.com/vzznj',1,1
'MAC Cyndi Lauper Viva Glam application complete! I adore @MACartists check it out http://twitpic.com/14wlse',2,1
'Yeay  sold my apartment! Moving in 6 days to the other one! Mi is happy!!!',3,1
'Guess i was not enough=(',1,3
'I have never met a man so ignorant that I couldn\'t learn something from him.',2,1
'@Culdo pffft I remember a year ago you didnt even know who kol were',1,2
'recordando puerto ?????? http://www.twitpic.com/z5f5h',1,1
'Me and @thewaywetalk__ are going to the movies next Friday xDD',2,1
'all the way turnt up is #roscoedashes song not @iamtravisporter',1,1
'and he knows every word to @justinbieber s songss. its preettyy funnnyy not gonna lieee',2,1
'RT @asherroth: Marijuana  in its natural form  is one of the safest therapeutically active substances known to man.',2,1
'Waiting aj mul.. Sabar ya.. Hahaha RT @mulatooo: Bosan! Mama pergi  ayah pergi  adek pergi. Mau ngapain nih?? :((',1,1
'oh contract is gonna b first hour.wil b boring alot. hope i don sleep.',1,2
'RT: Goodbye: I\'ll see you again  til your hand is ready to hold mine. Letting go: I\'ll miss your hand  I just realize it can\'t hold mine.',1,2
'bout to watch batman begins.... o yea',2,1
'?keep consuming and creating balanced? - Russell Burt  NEN discussion http://tumblr.com/xee6ppsdc ',1,1
'You\'ll need to apply yourself extra diligently today or you\'ll... More for Gemini http://twittascope.com/twittascope/?sign=3',1,2
'It looked like the RT_Steve_Jobs test worked. You must be human!',3,1
'Was thinking of something really cool and insightful to say on this last night but Im after completely forgetting what it was...',3,2
'waiting at luna park for paramore.. @loveonherwrist and @linna_la almost here :D 6 ppl in front HELL YEAH!',3,1
'RT @YogenFruzSC: There is a 50\% off coupon on our Google Maps profile. Go find it !!',2,1
'U are what u eat. Make sure what u eat is Beneficial 4 ur soul  because u need 2 be strong on the battlefield. It\'s a war out there. Night.',2,2
'@ashtay9 ME TOO I LOVE THAT STORE!',4,1
'Top CNN Headline Iran arrests Sunni militant leader - Iranian authorities have arrested the leader of a Sunni milit... http://ow.ly/16DPUw',2,1
'RT @XWhitakersNeckX: @hollywudbabylon @GGTMC I loved David Hess in Smash Cut  my wife has a big crush on him?',3,1
'I\'m super tired but I\'m going to stay awake for a little bit longer and finish some work. Also  I need to make my dad a facebook page.',1,3
'I favorited a YouTube video -- INUYASHA THE FINAL ACT EPISODE 22 ENGLISH SUB [SUBBED] http://youtu.be/Qcb4JJZ3XBY?a',1,1
'i give up studying....i gotta write this paper',1,2
'RT @hancia: RT @OhJustLikeMe: Teachers were once students. Why can\'t they feel our pain? #OhJustLikeMe http://myloc.me/46izi',1,2
'RT @jfuturistic09: OMG BOW BOW #WHOAREU IF U AINT HEARD #FUTURISTICZOO LETS GO! @ http://short.to/18czv #RETWEET',1,2
'Prosecutor: Man stalked  killed 5 Calif. victims http://bit.ly/aeh3mD',1,2
'Good news ;-) RT @little_break: @worldwidewade Apologies for the delay in responding to your claim  due to th... http://tinyurl.com/y9odjmt',3,2
'RT @itsthesituation: @ Vanity in Vegas Shuttin it down w Jason Giambi n Jevon Walker - Situation Nation http://bit.ly/axlPkd',1,1
'RT @BADBiTCHangie: #IfYourPuertoRican you love Christmas time  Thanksgiving  Easter..PERNiL!!!!!',3,1
'RT @BlessMoment: RT @BlessMoment: ??????!RT @OurPlanetTV: ???!?????????????????????!!????????????????!http://bit.ly/d0h7hD',1,1
'How can I sleep without duck-down duvet at this cold weather?',1,2
'@KevinLee23 .. Trackside tonight.. so tune in on @1070theFan Kevins going to be a busy man with the pacers in chicago tonight as well',1,1
'Orange kitty. Who refuses to stop napping on my office chair. http://tweetphoto.com/12237213',1,1
http://bit.ly/cGm4UN?q=young-teen-movies-16-18-nudist-teens-daily-diapers-bleach-characters-sex-pictures,1,1
'lottery promo | Lots of Lotteries: Can you give me information on the winner of the second class of the British Na... http://bit.ly/aBOEOO',1,1
