@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'Updated live wallpaper. Virtual buttons that disappear when you are in full screen mode. More awesome widgets. #Android #Google',google,positive
'#SamsungGalaxyNexus #google #android http://t.co/GIhTHeIJ',google,neutral
'#google +1 Stickers came with this month\'s Adsense cheque . http://t.co/AOFYoJmE',google,neutral
'#Android #Google Samsung Galaxy Nexus Gallery http://t.co/wUnmSQL6 #DhilipSiva',google,neutral
'#Android #Google Samsung and Google introduce GALAXY Nexus http://t.co/KkuepMVW #DhilipSiva',google,neutral
'My last day of #Microsoft #SharePoint training: 10175A/Microsoft SharePoint 2010 Application Development - http://t.co/pKMBGsNr',microsoft,neutral
'Following dear #Microsoft CEO\'s logic 550000 #Android devices activated each day NEED to belong to computer scientists. I am enlightened!!',microsoft,neutral
'#EEDAR report: half of HD console owners buying #DLC http://t.co/5tO4bS31 #business #microsoft #pc #playstation',microsoft,neutral
'Congrats to #Microsoft\'s Monica Diaz for being part of @HispanicBizMag 100 Most Influential Hispanics! http://t.co/qj9QDBhA',microsoft,neutral
'Windows Phone Mango Update Released to \'Nearly Everyone\' http://t.co/SX1NQJJ1 #microsoft #Technology',microsoft,neutral
'RT @WinBetaDotOrg: Microsoft releases developer preview of &quot;Project Roslyn&quot; compiler http://t.co/lpb9n510 #Microsoft #beta',microsoft,neutral
'#Microsoft We support you. Retweet if u support us or want to.',microsoft,neutral
'@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN',microsoft,neutral
'RT @SAPWorkSmarter: Tomorrow at #SAPTechEd Bangalore: #SAP &amp; #Microsoft Building Apps for Both Worlds w #DuetEnterprise &amp; #SAPGateway. http://t.co/te4NQmxN',microsoft,neutral
'Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.',microsoft,positive
'#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: ???????Sometimes You????????re Lucky??????? http://t.co/7TEtDPP9',microsoft,neutral
'RT @KumarSachi: Another Gem from #Microsoft - Curate your personal history with  &quot;Project Greenwich&quot;.  Available later this month. http://t.co/KgNrbVgp',microsoft,neutral
'RT @NeowinFeed: Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin',microsoft,neutral
'ICS #android is going to kill both Mango #wmp #microsoft and #rimm.  it already killed webOS and Nokia OS...',microsoft,negative
'#microsoft @diggita Microsoft - Macro in Word 2007 (gerardopaolillo) http://t.co/O3M07opC',microsoft,neutral
'#Microsoft CEO Steve Ballmer on Not Buying Yahoo: ???????Sometimes You????????re Lucky??????? &lt;http://t.co/rcml9XQR&gt;',microsoft,neutral
'#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7',microsoft,neutral
'If #Microsoft earnings disappoint blame consumer PC sales -  http://t.co/edXe0xBd via @cnet',microsoft,neutral
'Microsoft bitchslaps VMware in new paper - #Microsoft calls out #VMware for bogus benchmark numbers - http://t.co/dBsMa1Pb',microsoft,neutral
'Senior .NET/Biztalk Consultant - Quantronix Inc:  ( #SaintLouis  MO) http://t.co/7aLURu7v #NettempsJobs #Microsoft #Jobs #Job #TweetMyJOBS',microsoft,neutral
'Bill Gates to testify in Novel v. #Microsoft antitrust laws#UI t http://t.co/H0GscVZR',microsoft,neutral
'If #Microsoft earnings disappoint blame consumer PC sales http://t.co/xEKwTlUg',microsoft,neutral
'RT @MSAnyWhere: Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/Fpv2yDof #microsoft',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone: Microsoft has said th... http://t.co/uEpATRzx',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/GbKV9pbQ #microsoft',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/S54leHKi',microsoft,neutral
'Should you upgrade to #Microsoft Office 2010. http://t.co/gYGuYr64 #tech #Office2010',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/vyNtU8xW',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/nwMbseVm #neowin',microsoft,neutral
'Microsoft opens the spigot Windows Phone Mango available to all #microsoft #windowsphone http://t.co/e4LLmmyg',microsoft,neutral
'#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN',microsoft,neutral
'&quot;@MuraineR: #Microsoft launching the OmniTouch how funny I though that was an @ALUEnterprise solution! #copyright http://t.co/k1kDqz04',microsoft,neutral
'Only people with names beginning with \'A\' are getting mail this week (a la #Microsoft)',microsoft,negative
'Love the template name #Microsoft... Everyone that does #SharePoint go to your site\'s /_layouts/xsl/internal.xsl for a laugh.',microsoft,neutral
'#Microsoft ????????s new ???????great to be a family??????? #adverts begin to air including #Office2010 #Windows7 and #WP7. http://t.co/L5J2UEEQ @winrumors',microsoft,neutral
'Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/8THqSRBd via @calumo',microsoft,neutral
'Club CALUMO was FUN!  See the vidio CALUMO Blog #Denali #Microsoft #SQLServer http://t.co/Hfzf2cJe via @calumo',microsoft,neutral
'Tomorrow at #SAPTechEd Bangalore: #SAP &amp; #Microsoft Building Apps for Both Worlds w #DuetEnterprise &amp; #SAPGateway. http://t.co/te4NQmxN',microsoft,neutral
'TechNet Blogs- Technical Overview of #DuetEnterprise for #Microsoft #SharePoint and #SAP http://t.co/o9V1J49v',microsoft,neutral
'#Microsoft #Outlook #2011 for #Mac #sucks??????? #hate',microsoft,negative
'#Microsoft researchers want to turn your hand into a touchscreen http://t.co/HV2oi81b',microsoft,neutral
'#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT',microsoft,positive
'http://t.co/hrkWT2VA #Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project',microsoft,neutral
'Just installed Windows 7 Ultimate Service Pack 1 with IE9. It looks like IE9 is trying to look like Chrome. #windows7 #ie9 #microsoft #ie8',microsoft,neutral
'Gentle Ballmer meekly suggests the competition is doomed - #Microsoft is winning winning winning!: http://t.co/7ntP5MS1 via @thetecheye',microsoft,neutral
'#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT',microsoft,negative
'sponsors and supporters at the #ascribeconference include #microsoft #ubisys #zetes #healthinformation #connectingforhealth #emis',microsoft,neutral
'Ballmer confirms Nokia phone debut; you can quote him on that - http://t.co/Oe9Imdob -  #microsoft  #SteveBallmer',microsoft,neutral
'Microsoft releases developer preview of &quot;Project Roslyn&quot; compiler http://t.co/lpb9n510 #Microsoft #beta',microsoft,neutral
'Microsoft releases developer preview of &quot;Project Roslyn&quot; compiler http://t.co/igGyeT9S #Microsoft #beta',microsoft,neutral
'#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt',microsoft,negative
'I wish there was #Microsoft #PowerPoint for #iPad.',microsoft,neutral
'Watching this week\'s episode of Hawaii Five-O. Great use of Windows Phone 7 &amp; SkyDrive. Oh yeah a Dell Inspiron Duo was there too #microsoft',microsoft,neutral
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in',microsoft,neutral
'On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data -  http://t.co/q3YNLQck #opensource #bigdata #IT',microsoft,neutral
'#Buffalo #Intel #Microsoft #IBM are the best pavilions at #SMAU',microsoft,positive
'#Microsoft #Windows Media Centre GUI #Fail #MajorFail',microsoft,negative
'#Microsoft Works Suite 2003 Review http://t.co/Yie1rSSz #windowsxphomesoftware #officesuites #family',microsoft,neutral
'Did a quick video call test between two diff. #Android tablets using #Skype &amp; it worked great! #Microsoft hasn\'t broken it yet.',microsoft,neutral
'How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h',microsoft,negative
'What was the best device in 90s ? #Apple #Sony #Samsung #Microsoft or other Companies..:)',microsoft,neutral
'Microsoft CEO Steve Ballmer Looks Ahead at Social Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft',microsoft,neutral
'MS Word Starter wants to upgrade my .doc to a .docx.  MS Word Starter won\'t let me open .docx. #microsoft you really suck.',microsoft,negative
'#EvolutionOfIT #cloud event @BenchmarkLearn can any #microsoft or @MSLearning folks help create us a windows azure pass ex. BLAZURE ??',microsoft,neutral
'@theresamarosy haha k thought everybody knew #Microsoft sucks.',microsoft,negative
'Creating #Pareto charts using #Microsoft #Excel http://t.co/OFXuNqhY',microsoft,neutral
'#microsoft #volume 1 #microsoft powerpoint #procedural syntax http://t.co/InQbcG68 GO! with Microsoft PowerPoint 2007 Volume 1',microsoft,neutral
'@theresamarosy bc #IE  like everything #Microsoft makes is junk and super prone to crashing.',microsoft,negative
'#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft',microsoft,neutral
'#Microsoft drops developer preview of its ???????Roslyn???????? compiler http://t.co/XgUrXNPa #uncategorized',microsoft,neutral
'More Colorful Photos Of Nokia\'s First Windows Phone Just Leaked!! http://t.co/sU4l744v #nokia #wp7 #microsoft #windowsphone7',microsoft,neutral
'Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango',microsoft,positive
'#Microsoft shows \'touch screen\' for any surface http://t.co/X7Z87xzt',microsoft,neutral
'#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/GinBVlSK',microsoft,neutral
'#Microsoft learning all day long-For FREE-SpecTECHular San Antonio. Register?uick. November 10 - http://t.co/bVKP5Caq',microsoft,neutral
'WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews',microsoft,positive
'On #Microsoft Excel making functions like it\'s my job #Productive',microsoft,positive
'#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce concept works for VMS  #Beeline',microsoft,neutral
'@grumbledook still poor central management from Apple then? #microsoft',microsoft,neutral
'When #Microsoft &quot;violated U.S. antitrust laws&quot;????????leaving #Netscape out of business &amp; #Novell wounded????????it played &quot;dumb&quot;. http://t.co/0WHHmAK4',microsoft,negative
'RT @WinRumors: If you missed this earlier Steve #Ballmer bashes #Android phones [video] http://t.co/NvD7MQVk #microsoft #windows',microsoft,neutral
'#Nokia 800 Renders Revealed http://t.co/K3txY6JZ #mobilenews #android #gingerbread #microsoft #nokia800 #nokian9',microsoft,neutral
'#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the??????? http://t.co/cHyXxdI2',microsoft,neutral
'RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash',microsoft,positive
'RT @KentisG: Agree ! RT @MuraineR: #Microsoft launching the OmniTouch how funny I though that was an @ALUEnterprise soluti??????? (cont) http://t.co/xyWfXsDL',microsoft,neutral
'@JackDavidson95 ill be manager after a week! Yeh joint ownership of #microsoft ahhhhh',microsoft,neutral
'RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft &amp; #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11',microsoft,neutral
'#Microsoft To Launch Its Own Version Of #Facebook Timeline Like Web Service Called Project #Greenwich  http://t.co/MmS14pDW',microsoft,neutral
'@lukerussell1 #iWantAnAutomaticPromotion and we\'ll be running #Microsoft before you know it.',microsoft,neutral
'#Microsoft drops developer preview of its ???????Roslyn???????? compiler http://t.co/niSKSmL4',microsoft,neutral
'Creating #Pareto charts using #Microsoft #Excel http://t.co/B6rYS5gX',microsoft,neutral
'Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace',microsoft,neutral
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP',microsoft,negative
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/rzucFejc',microsoft,negative
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1',microsoft,negative
'@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech',microsoft,neutral
'RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin',microsoft,neutral
'Google vs. Microsoft Isnt Just a Battle of Products But a Battle of Ideas http://t.co/I2dw6F1U #google #microsoft #ideas #it #technology',microsoft,neutral
'Google Docs presentation makes PowerPoint weep beg for mercy http://t.co/9rVHs6jk via @engadget #google #powerpoint #microsoft #haha',microsoft,neutral
'#Microsoft word works on my computer again! Yessss',microsoft,positive
'RT @Flipbooks #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/NDpyFvpK rt @TferThomas #Technology #Tech',microsoft,neutral
'RT @Flipbooks: #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech',microsoft,neutral
'#Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech',microsoft,neutral
'Nice comparison w #Microsoft :) RT @google: Watch the live stream of Vic Gundotra &amp; Sergey Brin at #w2s http://t.co/vPxANJtz',microsoft,neutral
'.. downloading CTP3 of #Microsoft #SQL2012 to play around ...http://www.microsoft.com/sqlserver/en/us/default.aspx',microsoft,neutral
'In terms of unified communications giants really surprised to see how underrated #Microsoft is',microsoft,positive
'DPR Client: @EvolveTech partnering with #Microsoft on #Office 365 webinar Tuesday Nov. 1 at 10 a.m. ET. Sign up! http://t.co/hnrzdFk5',microsoft,neutral
'Because you are what you search: Now everyone wants to customize search #Microsoft as well as #MCHammer #WiredDoo http://t.co/HlicKxPV',microsoft,neutral
'RT @schestowitz: When #Microsoft broke the law it played &quot;victim&quot;. Now it engages in racketeering calls victims &quot;outlaws&quot; (&quot;respect our IP&quot;).',microsoft,negative
'RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft',microsoft,neutral
'Windows Phone firmware updates due next week to enable Internet Sharing http://t.co/yPF60YEe #microsoft #windows',microsoft,neutral
'RT @MSFTDynamicsERP: Time to learn inspire and innovate at the #Microsoft Dynamics #AX2012  EMEA Tech Conference http://t.co/bzX4UE6K #MSDYNERP #ERP',microsoft,neutral
'@TheZeroOfTime #microsoft',microsoft,neutral
'Tony Bates Weighs in on Microsoft\'s Acquisition of Skype http://t.co/i1vgbHDo  #Microsoft #experience #impact',microsoft,neutral
'1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft',microsoft,neutral
'10 Ways Bill Gates Is Saving The World http://t.co/8iebW54w #BillGates #microsoft #world',microsoft,positive
'#Nokia workers ask is chief executive a #Microsoft mole? http://t.co/lWJP9GiU',microsoft,negative
'RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/MdQhb6x3',microsoft,negative
'Updates: Windows Phone 7.5 now available more broadly http://t.co/miMgwgwo #microsoft',microsoft,neutral
'RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations',microsoft,neutral
'#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO',microsoft,positive
'#Microsoft builds a functioning \'holodesk\' to interact with digital items - http://t.co/ougSB108 via @TheNextWeb',microsoft,neutral
'I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now waiting for the Beta #microsoft #windows8',microsoft,negative
'@nokia Is #Nokia going to release their new #WindowsPhone in Norway this year? #WP7 #Microsoft',microsoft,neutral
'Ballmer On Not Buying Yahoo:  http://t.co/ogoaKRBf   #Microsoft #Yahoo #Skype #Xbox #Google #Bing #Ballmer http://t.co/LwUYs0uP',microsoft,neutral
'#Microsoft delivers #developer preview of Roslyn compiler as a service http://t.co/nM30ugQQ',microsoft,neutral
'RT @ScottRockHill: #MIcrosoft Launches Reseller RewardHub for Resllers http://t.co/scPUl9Yz',microsoft,neutral
'#GA-repost: RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate y... http://t.co/z3Z3X9pA',microsoft,neutral
'Six PowerPoint Nightmares (and How to Fix Them) http://t.co/JsQ96NuQ #powerpoint #microsoft #presentations',microsoft,negative
'RT @whymicrosoft Are you making the move from #GoogleApps to #Microsoft? &gt;&gt; #Metalogix can migrate you from #GoogleApps to #SharePoint',microsoft,neutral
'#Microsoft builds a functioning ???????holodesk???????? to interact with digital items http://t.co/BgrZnNvs #uncategorized',microsoft,neutral
'How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian',microsoft,negative
'#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA',microsoft,neutral
'Will watch this one with interest! RT @RossMistry: #Microsoft Codename &quot;Data Explorer&quot; CTP Coming ... http://t.co/kvJSerCj via @scottyd99999',microsoft,positive
'RT @RossMistry: #Microsoft Codename &quot;Data Explorer&quot; CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure',microsoft,neutral
'Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit',microsoft,neutral
'Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless.',microsoft,positive
'Minority Report-esque interface developed by #Microsoft Research and Carnegie Mellon University http://t.co/0yqEKDzg via @Digg',microsoft,neutral
'This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft',microsoft,negative
'Great time to be a family? #Microsoft #advertising enrages me. Again. http://t.co/pYT7vKRP',microsoft,negative
'Will watch this one with interest! RT @RossMistry: #Microsoft Codename &quot;Data Explorer&quot; CTP Coming Next Month  http://t.co/vpQOyXWa',microsoft,positive
'&quot;#Microsoft details Search improvements in Windows 8 Start Screen&quot; http://t.co/Agv49znJ',microsoft,positive
'I can\'t c it as an important invention ... Siri is an incomparable alternative!  -- PocketTouch http://t.co/4DPIoyqT #MicroSoft #Siri',microsoft,neutral
'With #Windows 8 #Microsoft can\'t forget past antitrust issues http://t.co/z4jWLQVu',microsoft,negative
'Get rid of that tangled mess behind your computer desk with this #Microsoft Wireless Mouse and Keyboard:  http://t.co/n4LewRAy',microsoft,neutral
'#Microsoft delivers developer preview of Roslyn compiler as a service http://t.co/5yup4iMK',microsoft,neutral
'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE',microsoft,neutral
'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN',microsoft,neutral
'non conductive #surface become #multitouch. #touch #gestures: #microsoft #windows 7 @ #nui #apps http://t.co/Ygpnusfv',microsoft,neutral
'@WesleyBackelant Indeed I survived #sqlpass #sqlkilt and a couple of vendor evenings :-)  I spared #sqlkaraoke my great voice :-) #microsoft',microsoft,neutral
'BUILD Windows #Samsung #Slate PC in US #Microsoft Store http://t.co/bm4NeNiT #msdn #bldwin',microsoft,neutral
'Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango',microsoft,positive
'#Microsoft is currently paying to produce #swpats propaganda to lobby politicians with -- to make racketeering seem &quot;acceptable&quot;',microsoft,negative
'CNET ???? #Microsoft #OmniTouch allows multitouch input on arbitrary everyday surfaces (via @andretelles) ???? http://t.co/fEB4uIMr',microsoft,neutral
'Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft',microsoft,neutral
'RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local',microsoft,positive
'Vertical Solutions is giving away a #microsoft office pro pack at the #2011solutions conference! Stop by their booth for a chance to win!',microsoft,neutral
'#Microsoft Pre-order Call of Duty: Modern Warfare 3 and get $20 off Xbox Live 12M Card $10 bounce back co.. http://t.co/3ov35Z3R',microsoft,neutral
'Reporting in #Microsoft Dynamics #AX2012 http://t.co/Q4oClJfS',microsoft,neutral
'#Microsoft Codename &quot;Data Explorer&quot; CTP Coming Next Month  http://t.co/NkhuoM7U #SQLServer #SQL2012 #SQLAzure',microsoft,neutral
'RT @aislyngreene: #Microsoft wants to transform your hand into a touchscreen: http://t.co/an3bmArc via @AddThis',microsoft,neutral
'Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local',microsoft,positive
'There is nothing like sitting in the workshop all day talking to #microsoft and having to talk to them again tomorrow + waiting for parts.',microsoft,negative
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores: Microsoft\'s retail stores ar... http://t.co/r2RndN6Y',microsoft,positive
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft',microsoft,positive
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/F4HwAN6Q',microsoft,positive
'http://t.co/gAPEyL5N #Harmonix #Microsoft',microsoft,neutral
'RT @InformationWeek: Reader \'Tronman\' compares #SteveBallmer to an albatross around #Microsoft\'s neck.  Do you agree?  Join the discu...',microsoft,negative
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/7YvJMHnQ',microsoft,positive
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin',microsoft,positive
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O',microsoft,positive
'When #Microsoft broke the law it played &quot;victim&quot;. Now it engages in racketeering calls victims &quot;outlaws&quot; (&quot;respect our IP&quot;).',microsoft,negative
'RT @techinciter: Suppose Microsoft Had Bought Siri? - Forbes http://t.co/S19qrDjU #apple #microsoft #siri',microsoft,neutral
'I would be a lot happier if #Microsoft Word didn\'t freeze every 5 minutes.',microsoft,negative
'#Microsoft Hints at Windows Phone #Apps from Indian Publishers and Services http://t.co/VYA3ed6h #wp7 #windowsphone #msft',microsoft,neutral
'@Anas_Monaffal LOL  i do both .. and for sure #Microsoft #DotNet is perfect simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P',microsoft,negative
'RT @techinciter: Open Letter: Steve Ballmer Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer',microsoft,neutral
'When are they going to drop the charade and list Steve Ballmer as one of the producers of Hawaii Five-O? #productplacement #microsoft #ftl',microsoft,neutral
'RT @dansaap: At the #VMworld party looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)',microsoft,neutral
'I\'m nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google',microsoft,neutral
'That Huge AOL Yahoo And Microsoft Ad-Selling Deal Isn\'t Done Yet (AOL MSFT YHOO) http://t.co/Vj678HK3 #apple #microsoft',microsoft,neutral
'#microsoft announces SP3 for #office2007 and #sharepoint2007.',microsoft,neutral
'#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis',microsoft,neutral
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me #in',microsoft,neutral
'Steve #Bullmer says it\'s hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales.',microsoft,neutral
'#Microsoft store here I come to spend my hard earned cash. #vslive',microsoft,positive
'#Microsoft took 6 months to recruit Everson and 9 months to lose her to #Faceboook via Adweek http://t.co/l5mTm6Ig',microsoft,negative
'Comp crash #Microsoft :/ Wouldn\'t get this with an iMac -__-',microsoft,negative
'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/HoJx73Hh #apple #microsoft #siri',microsoft,neutral
'Reader \'Tronman\' compares #SteveBallmer to an albatross around #Microsoft\'s neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc',microsoft,negative
'Reader \'Tronman\' compares #SteveBallmer to an albatross around #Microsoft\'s neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3',microsoft,negative
'Reader \'Tronman\' compares #SteveBallmer to an albatross around #Microsoft\'s neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ',microsoft,negative
'Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft',microsoft,neutral
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/5FiP2vVg or ping me',microsoft,neutral
'#Microsoft to Slash its #Water Impact in Quincy Washington - http://t.co/0R5LMHZj',microsoft,neutral
'#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It\'s nearly impossible #wpt',microsoft,negative
'If you didn\'t know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out  http://t.co/L86OWQRE',microsoft,positive
'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online #Office365 #CRM #Azure. http://t.co/o35vv1wt',microsoft,neutral
'Good summary of planned updates to #Microsoft #Cloud services in Q4 - #SharePoint Online #Office365 #CRM #Azure. http://t.co/3bL6rh5v',microsoft,neutral
'@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive',microsoft,neutral
'Hey parents!Did you know about the free tools from #Microsoft that help keep your kids safe online?Live Family Safety http://t.co/5pk1et6r',microsoft,positive
'#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS',microsoft,neutral
'RT @sb_greenbiz: #Microsoft\'s supplier #sustainability movement &amp; the effect it could have on #plastics companies http://t.co/m0otPgEm',microsoft,neutral
'Watch new technology under development of #Microsoft http://t.co/fQlhyAat',microsoft,neutral
'#Microsoft #Cloud Microsoft Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN',microsoft,neutral
'#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN',microsoft,positive
'#Microsoft Eyes A New Approach to Social #Search http://t.co/lh6pRoAM',microsoft,neutral
'Microsoft wants to transform your hand into a touchscreen: http://t.co/Gwi35vtP @TechFlash #microsoft #omnitouch',microsoft,neutral
'Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/KFwQ8r4T #Technology #Microsoft #Nokia',microsoft,neutral
'RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask  M$ never lean the concept #microsoft #fail',microsoft,negative
'Ufff... after #Microsoft #MTS11 and #MVP meeting. Was great! #MVPBuzz',microsoft,neutral
'Handling Multi-touch and Mouse Input in All Browsers http://t.co/duK6ze2G #microsoft #ie',microsoft,neutral
'Awesome! #Microsoft  #holodeck bit.ly/qpGxle',microsoft,positive
'I hate #Microsoft PowerPoint!',microsoft,negative
